,p1_Turning_point_count,p2_Turning_point_count,continuous_wins_p1,continuous_wins_p2
5159,0,0,1,0
5160,1,1,0,1
5161,0,0,0,1
5162,0,0,1,0
5163,0,0,0,0
5164,0,0,0,1
5165,1,1,0,1
5166,0,0,0,1
5167,0,0,0,0
5168,0,0,1,0
5169,0,0,1,0
5170,1,1,0,0
5171,0,0,0,0
5172,0,0,1,0
5173,0,0,0,1
5174,0,0,0,1
5175,1,1,1,0
5176,0,0,1,0
5177,0,0,0,1
5178,0,0,1,0
5179,0,0,0,0
5180,1,1,0,1
5181,0,0,0,0
5182,0,0,1,0
5183,0,0,1,0
5184,0,0,0,1
5185,1,1,1,0
5186,0,0,0,0
5187,0,0,1,0
5188,0,0,0,1
5189,0,0,0,1
5190,1,1,0,1
5191,0,0,0,0
5192,0,0,1,0
5193,0,0,1,0
5194,0,0,1,0
5195,1,1,0,0
5196,0,0,1,0
5197,0,0,1,0
5198,0,0,1,0
5199,0,0,0,1
5200,1,1,0,0
5201,0,0,1,0
5202,0,0,1,0
5203,0,0,1,0
5204,0,0,0,0
5205,1,1,0,1
5206,0,0,1,0
5207,0,0,0,1
5208,0,0,0,1
5209,0,0,1,0
5210,1,1,0,0
5211,0,0,0,1
5212,0,0,0,1
5213,0,0,1,0
5214,0,0,1,0
5215,1,1,1,0
5216,0,0,0,0
5217,0,0,1,0
5218,0,0,1,0
5219,0,0,0,0
5220,1,1,1,0
5221,0,0,1,0
5222,0,0,1,0
5223,0,0,0,0
5224,0,0,0,1
5225,1,1,1,0
5226,0,0,0,1
5227,0,0,0,1
5228,0,0,0,0
5229,0,0,0,1
5230,1,1,0,1
5231,0,0,0,1
5232,0,0,1,0
5233,0,0,1,0
5234,0,0,0,0
5235,1,1,0,1
5236,0,0,1,0
5237,0,0,0,1
5238,0,0,0,1
5239,0,0,0,0
5240,1,1,0,1
5241,0,0,1,0
5242,0,0,0,1
5243,0,0,0,1
5244,0,0,0,0
5245,1,1,0,1
5246,0,0,0,1
5247,0,0,0,1
5248,0,0,0,0
5249,0,0,1,0
5250,1,1,0,1
5251,0,0,1,0
5252,0,0,1,0
5253,0,0,0,1
5254,0,0,0,0
5255,1,1,1,0
5256,0,0,0,1
5257,0,0,1,0
5258,0,0,0,1
5259,0,0,1,0
5260,1,1,0,1
5261,0,0,0,1
5262,0,0,0,0
5263,0,0,1,0
5264,0,0,1,0
5265,1,1,1,0
5266,0,0,0,0
5267,0,0,0,0
5268,0,0,1,0
5269,0,0,0,1
5270,1,1,0,1
5271,0,0,0,1
5272,0,0,0,0
5273,0,0,1,0
5274,0,0,1,0
5275,1,1,1,0
5276,0,0,0,0
5277,0,0,0,1
5278,0,0,0,1
5279,0,0,1,0
5280,1,1,1,0
5281,0,0,1,0
5282,0,0,0,0
5283,0,0,1,0
5284,0,0,1,0
5285,1,1,1,0
5286,0,0,0,0
5287,0,0,0,1
5288,0,0,0,0
5289,0,0,0,0
5290,1,1,1,0
5291,0,0,0,0
5292,0,0,1,0
5293,0,0,0,1
5294,0,0,1,0
5295,1,1,0,1
5296,0,0,1,0
5297,0,0,1,0
5298,0,0,0,0
5299,0,0,1,0
5300,1,1,0,0
5301,0,0,0,0
5302,0,0,1,0
5303,0,0,0,1
5304,0,0,0,1
5305,1,1,0,0
5306,0,0,1,0
5307,0,0,0,1
5308,0,0,1,0
5309,0,0,1,0
5310,1,1,0,0
5311,0,0,1,0
5312,0,0,0,1
5313,0,0,0,1
5314,0,0,0,1
5315,1,1,0,0
5316,0,0,1,0
5317,0,0,0,1
5318,0,0,1,0
5319,0,0,1,0
5320,1,1,0,0
5321,0,0,1,0
5322,0,0,0,1
5323,0,0,1,0
5324,0,0,0,1
5325,1,1,1,0
5326,0,0,0,0
5327,0,0,1,0
5328,0,0,1,0
5329,0,0,0,1
5330,1,1,1,0
5331,0,0,0,0
5332,0,0,1,0
5333,0,0,1,0
5334,0,0,0,1
5335,1,1,0,1
5336,0,0,1,0
5337,0,0,0,0
5338,0,0,0,1
5339,0,0,1,0
5340,1,1,0,1
5341,0,0,1,0
5342,0,0,0,1
5343,0,0,0,0
5344,0,0,1,0
5345,1,1,0,1
5346,0,0,0,1
5347,0,0,1,0
5348,0,0,1,0
5349,0,0,0,0
5350,1,1,0,0
5351,0,0,0,1
5352,0,0,0,1
5353,0,0,0,0
5354,0,0,1,0
5355,1,1,1,0
5356,0,0,1,0
5357,0,0,0,1
5358,0,0,0,0
5359,0,0,1,0
5360,1,1,0,1
5361,0,0,0,1
5362,0,0,0,1
5363,0,0,0,0
5364,0,0,0,1
5365,1,1,0,1
5366,0,0,1,0
5367,0,0,0,1
5368,0,0,1,0
5369,0,0,1,0
5370,1,1,0,1
5371,0,0,0,0
5372,0,0,1,0
5373,0,0,0,0
5374,0,0,1,0
5375,1,1,0,0
5376,0,0,0,1
5377,0,0,0,1
5378,0,0,0,1
5379,0,0,0,0
5380,1,1,1,0
5381,0,0,1,0
5382,0,0,1,0
5383,0,0,0,1
5384,0,0,0,0
5385,1,1,1,0
5386,0,0,0,1
5387,0,0,1,0
5388,0,0,0,1
5389,0,0,0,1
5390,1,1,1,0
5391,0,0,1,0
5392,0,0,0,0
5393,0,0,1,0
5394,0,0,0,1
5395,1,1,1,0
5396,0,0,0,1
5397,0,0,1,0
5398,0,0,0,0
5399,0,0,0,1
5400,1,1,0,1
5401,0,0,0,1
5402,0,0,0,0
5403,0,0,0,1
5404,0,0,0,0
5405,1,1,1,0
5406,0,0,0,0
5407,0,0,1,0
5408,0,0,0,1
5409,0,0,1,0
5410,1,1,0,1
5411,0,0,1,0
5412,0,0,0,1
5413,0,0,1,0
5414,0,0,0,0
5415,1,1,0,1
5416,0,0,0,0
5417,0,0,0,1
5418,0,0,0,1
5419,0,0,0,1
5420,1,1,0,0
5421,0,0,0,1
5422,0,0,0,1
5423,0,0,0,1
5424,0,0,0,0
5425,1,1,1,0
5426,0,0,1,0
5427,0,0,0,1
5428,0,0,1,0
5429,0,0,0,0
5430,1,1,0,1
5431,0,0,1,0
5432,0,0,0,1
5433,0,0,0,1
5434,0,0,1,0
5435,1,1,1,0
5436,0,0,0,1
5437,0,0,0,0
5438,0,0,1,0
5439,0,0,0,1
5440,1,1,1,0
5441,0,0,1,0
5442,0,0,0,1
5443,0,0,0,0
5444,0,0,1,0
5445,1,1,1,0
5446,0,0,0,1
5447,0,0,1,0
5448,0,0,0,1
5449,0,0,0,1
5450,1,1,0,1
5451,0,0,0,0
5452,0,0,1,0
5453,0,0,1,0
5454,0,0,1,0
5455,1,1,0,0
5456,0,0,0,1
5457,0,0,0,1
5458,0,0,0,1
5459,0,0,0,0
5460,1,1,1,0
5461,0,0,0,1
5462,0,0,0,1
5463,0,0,1,0
5464,0,0,0,1
5465,1,1,0,0
5466,0,0,0,1
5467,0,0,0,1
5468,0,0,1,0
5469,0,0,0,1
5470,1,1,1,0
5471,0,0,0,0
5472,0,0,1,0
5473,0,0,0,1
5474,0,0,0,1
5475,1,1,1,0
5476,0,0,0,1
5477,0,0,1,0
5478,0,0,1,0
5479,0,0,0,0
5480,1,1,1,0
5481,0,0,0,1
5482,0,0,0,1
5483,0,0,0,1
5484,0,0,0,0
5485,1,1,1,0
5486,0,0,0,1
5487,0,0,1,0
5488,0,0,1,0
5489,0,0,0,0
5490,1,1,0,1
5491,0,0,1,0
5492,0,0,0,1
5493,0,0,0,1
5494,0,0,1,0
5495,1,1,1,0
5496,0,0,1,0
5497,0,0,0,0
5498,0,0,0,1
5499,0,0,0,0
5500,1,1,1,0
5501,0,0,0,0
5502,0,0,0,1
5503,0,0,0,0
5504,0,0,1,0
5505,1,1,0,0
5506,0,0,0,1
5507,0,0,0,0
5508,0,0,1,0
5509,0,0,1,0
5510,1,1,1,0
5511,0,0,0,0
5512,0,0,0,1
5513,0,0,0,1
5514,0,0,0,1
5515,1,1,0,0
5516,0,0,0,1
5517,0,0,1,0
5518,0,0,0,1
5519,0,0,0,1
5520,1,1,1,0
5521,0,0,0,0
5522,0,0,1,0
5523,0,0,0,1
5524,0,0,1,0
5525,1,1,0,1
5526,0,0,0,1
5527,0,0,0,0
5528,0,0,1,0
5529,0,0,0,1
5530,1,1,1,0
5531,0,0,1,0
5532,0,0,0,0
5533,0,0,0,1
5534,0,0,0,1
5535,1,1,0,1
5536,0,0,0,0
5537,0,0,0,1
5538,0,0,1,0
5539,0,0,1,0
5540,1,1,1,0
5541,0,0,0,0
5542,0,0,1,0
5543,0,0,0,1
5544,0,0,0,1
5545,1,1,0,1
5546,0,0,0,0
5547,0,0,0,1
5548,0,0,0,1
5549,0,0,0,1
5550,1,1,1,0
5551,0,0,0,0
5552,0,0,1,0
5553,0,0,1,0
5554,0,0,1,0
5555,1,1,0,0
5556,0,0,0,1
5557,0,0,0,1
5558,0,0,1,0
5559,0,0,0,1
5560,1,1,0,0
5561,0,0,1,0
5562,0,0,0,1
5563,0,0,1,0
5564,0,0,0,1
5565,1,1,1,0
5566,0,0,0,1
5567,0,0,1,0
5568,0,0,0,0
5569,0,0,1,0
5570,1,1,0,0
5571,0,0,1,0
5572,0,0,0,1
5573,0,0,0,1
5574,0,0,0,1
5575,1,1,1,0
5576,0,0,0,0
5577,0,0,0,1
5578,0,0,1,0
5579,0,0,1,0
5580,1,1,0,1
5581,0,0,1,0
5582,0,0,0,0
5583,0,0,0,1
5584,0,0,1,0
5585,1,1,1,0
5586,0,0,0,1
5587,0,0,0,1
5588,0,0,0,0
5589,0,0,0,0
5590,1,1,1,0
5591,0,0,1,0
5592,0,0,0,0
5593,0,0,1,0
5594,0,0,0,1
5595,1,1,0,1
5596,0,0,1,0
5597,0,0,1,0
5598,0,0,0,0
5599,0,0,1,0
5600,1,1,1,0
5601,0,0,1,0
5602,0,0,0,0
5603,0,0,0,1
5604,0,0,0,1
5605,1,1,0,1
5606,0,0,0,0
5607,0,0,1,0
5608,0,0,0,1
5609,0,0,1,0
5610,1,1,0,0
5611,0,0,1,0
5612,0,0,0,0
5613,0,0,1,0
5614,0,0,0,0
5615,1,1,0,1
5616,0,0,1,0
5617,0,0,1,0
5618,0,0,1,0
5619,0,0,0,1
5620,1,1,0,1
5621,0,0,1,0
5622,0,0,0,0
5623,0,0,1,0
5624,0,0,1,0
5625,1,1,0,1
5626,0,0,0,1
5627,0,0,1,0
5628,0,0,0,0
5629,0,0,0,1
5630,1,1,0,1
5631,0,0,0,1
5632,0,0,0,0
5633,0,0,1,0
5634,0,0,1,0
5635,1,1,1,0
5636,0,0,0,0
5637,0,0,1,0
5638,0,0,0,1
5639,0,0,0,1
5640,1,1,1,0
5641,0,0,0,1
5642,0,0,0,0
5643,0,0,1,0
5644,0,0,1,0
5645,1,1,1,0
5646,0,0,0,0
5647,0,0,1,0
5648,0,0,1,0
5649,0,0,1,0
5650,1,1,0,1
5651,0,0,0,1
5652,0,0,0,0
5653,0,0,1,0
5654,0,0,1,0
5655,1,1,1,0
5656,0,0,0,0
5657,0,0,0,1
5658,0,0,1,0
5659,0,0,0,0
5660,1,1,1,0
5661,0,0,0,1
5662,0,0,1,0
5663,0,0,0,0
5664,0,0,1,0
5665,1,1,0,1
5666,0,0,0,1
5667,0,0,0,1
5668,0,0,1,0
5669,0,0,0,0
5670,1,1,0,1
5671,0,0,0,1
5672,0,0,0,1
5673,0,0,0,0
5674,0,0,1,0
5675,1,1,1,0
5676,0,0,0,1
5677,0,0,1,0
5678,0,0,0,1
5679,0,0,0,0
5680,1,1,0,0
5681,0,0,1,0
5682,0,0,0,0
5683,0,0,1,0
5684,0,0,0,0
5685,1,1,1,0
5686,0,0,0,1
5687,0,0,0,1
5688,0,0,0,1
5689,0,0,0,0
5690,1,1,1,0
5691,0,0,0,1
5692,0,0,0,0
5693,0,0,1,0
5694,0,0,0,0
5695,1,1,0,1
5696,0,0,1,0
5697,0,0,1,0
5698,0,0,0,1
5699,0,0,1,0
5700,1,1,0,0
5701,0,0,0,1
5702,0,0,0,1
5703,0,0,1,0
5704,0,0,1,0
5705,1,1,1,0
5706,0,0,0,1
5707,0,0,1,0
5708,0,0,0,0
5709,0,0,0,1
5710,1,1,0,0
5711,0,0,0,1
5712,0,0,1,0
5713,0,0,1,0
5714,0,0,0,1
5715,1,1,0,1
5716,0,0,0,0
5717,0,0,1,0
5718,0,0,0,1
5719,0,0,0,1
5720,1,1,0,1
5721,0,0,1,0
5722,0,0,0,0
5723,0,0,1,0
5724,0,0,1,0
5725,1,1,1,0
5726,0,0,0,1
5727,0,0,0,0
5728,0,0,0,1
5729,0,0,1,0
5730,1,1,0,1
5731,0,0,1,0
5732,0,0,1,0
5733,0,0,0,1
5734,0,0,0,1
5735,1,1,0,0
5736,0,0,1,0
5737,0,0,1,0
5738,0,0,1,0
5739,0,0,0,0
5740,1,1,0,1
5741,0,0,1,0
5742,0,0,0,1
5743,0,0,0,1
5744,0,0,0,0
5745,1,1,1,0
5746,0,0,0,1
5747,0,0,1,0
5748,0,0,1,0
5749,0,0,0,0
5750,1,1,1,0
5751,0,0,0,1
5752,0,0,0,1
5753,0,0,0,1
5754,0,0,0,0
5755,1,1,1,0
5756,0,0,0,1
5757,0,0,1,0
5758,0,0,0,1
5759,0,0,1,0
5760,1,1,0,0
5761,0,0,0,1
5762,0,0,1,0
5763,0,0,0,1
5764,0,0,1,0
5765,1,1,0,1
5766,0,0,0,0
5767,0,0,0,1
5768,0,0,0,1
5769,0,0,1,0
5770,1,1,1,0
5771,0,0,0,0
5772,0,0,0,1
5773,0,0,1,0
5774,0,0,1,0
5775,1,1,0,1
5776,0,0,0,1
5777,0,0,1,0
5778,0,0,1,0
5779,0,0,0,0
5780,1,1,0,1
5781,0,0,0,0
5782,0,0,0,1
5783,0,0,1,0
5784,0,0,1,0
5785,1,1,1,0
5786,0,0,0,0
5787,0,0,1,0
5788,0,0,0,1
5789,0,0,0,1
5790,1,1,1,0
5791,0,0,0,1
5792,0,0,1,0
5793,0,0,0,1
5794,0,0,0,0
5795,1,1,0,1
5796,0,0,0,1
5797,0,0,1,0
5798,0,0,0,1
5799,0,0,1,0
5800,1,1,1,0
5801,0,0,1,0
5802,0,0,0,0
5803,0,0,1,0
5804,0,0,0,1
5805,1,1,0,1
5806,0,0,0,1
5807,0,0,1,0
5808,0,0,0,0
5809,0,0,1,0
5810,1,1,1,0
5811,0,0,0,1
5812,0,0,1,0
5813,0,0,0,1
5814,0,0,0,0
5815,1,1,0,1
5816,0,0,0,1
5817,0,0,0,1
5818,0,0,1,0
5819,0,0,0,0
5820,1,1,1,0
5821,0,0,0,1
5822,0,0,1,0
5823,0,0,1,0
5824,0,0,0,1
5825,1,1,0,0
5826,0,0,0,1
5827,0,0,0,1
5828,0,0,1,0
5829,0,0,0,1
5830,1,1,0,0
5831,0,0,0,1
5832,0,0,0,1
5833,0,0,0,1
5834,0,0,1,0
5835,1,1,1,0
5836,0,0,1,0
5837,0,0,4,0
5838,0,0,0,0
5839,0,0,0,1
5840,1,1,1,0
5841,0,0,0,1
5842,0,0,1,0
5843,0,0,0,1
5844,0,0,1,0
5845,1,1,0,1
5846,0,0,0,0
5847,0,0,0,1
5848,0,0,1,0
5849,0,0,1,0
5850,1,1,0,1
5851,0,0,1,0
5852,0,0,0,0
5853,0,0,0,1
5854,0,0,1,0
5855,1,1,0,1
5856,0,0,0,1
5857,0,0,0,0
5858,0,0,1,0
5859,0,0,1,0
5860,1,1,1,0
5861,0,0,0,0
5862,0,0,1,0
5863,0,0,0,1
5864,0,0,0,1
5865,1,1,0,1
5866,0,0,0,0
5867,0,0,1,0
5868,0,0,1,0
5869,0,0,1,0
5870,1,1,0,1
5871,0,0,0,0
5872,0,0,0,1
5873,0,0,1,0
5874,0,0,1,0
5875,1,1,1,0
5876,0,0,0,1
5877,0,0,0,1
5878,0,0,0,1
5879,0,0,0,0
5880,1,1,1,0
5881,0,0,0,0
5882,0,0,1,0
5883,0,0,0,0
5884,0,0,0,1
5885,1,1,1,0
5886,0,0,0,1
5887,0,0,1,0
5888,0,0,0,1
5889,0,0,0,0
5890,1,1,0,0
5891,0,0,0,1
5892,0,0,1,0
5893,0,0,1,0
5894,0,0,0,1
5895,1,1,1,0
5896,0,0,0,1
5897,0,0,0,1
5898,0,0,0,0
5899,0,0,0,1
5900,1,1,0,0
5901,0,0,0,1
5902,0,0,0,1
5903,0,0,0,1
5904,0,0,1,0
5905,1,1,1,0
5906,0,0,0,0
5907,0,0,0,1
5908,0,0,1,0
5909,0,0,1,0
5910,1,1,0,1
5911,0,0,0,1
5912,0,0,0,0
5913,0,0,0,1
5914,0,0,1,0
5915,1,1,0,1
5916,0,0,0,1
5917,0,0,1,0
5918,0,0,1,0
5919,0,0,0,1
5920,1,1,0,0
5921,0,0,0,1
5922,0,0,0,1
5923,0,0,1,0
5924,0,0,0,1
5925,1,1,0,0
5926,0,0,1,0
5927,0,0,1,0
5928,0,0,0,1
5929,0,0,1,0
5930,1,1,0,0
5931,0,0,0,1
5932,0,0,0,1
5933,0,0,0,1
5934,0,0,0,0
5935,1,1,1,0
5936,0,0,0,1
5937,0,0,1,0
5938,0,0,1,0
5939,0,0,0,0
5940,1,1,1,0
5941,0,0,0,1
5942,0,0,0,1
5943,0,0,0,1
5944,0,0,1,0
5945,1,1,1,0
5946,0,0,0,0
5947,0,0,1,0
5948,0,0,0,0
5949,0,0,1,0
5950,1,1,1,0
5951,0,0,0,1
5952,0,0,1,0
5953,0,0,0,1
5954,0,0,0,1
5955,1,1,0,0
5956,0,0,1,0
5957,0,0,1,0
5958,0,0,0,1
5959,0,0,0,1
5960,1,1,1,0
5961,0,0,0,1
5962,0,0,0,1
5963,0,0,0,0
5964,0,0,0,1
5965,1,1,1,0
5966,0,0,1,0
5967,0,0,1,0
5968,0,0,0,1
5969,0,0,0,1
5970,1,1,1,0
5971,0,0,0,0
5972,0,0,1,0
5973,0,0,0,0
5974,0,0,1,0
5975,1,1,1,0
5976,0,0,0,1
5977,0,0,0,1
5978,0,0,0,1
5979,0,0,0,0
5980,1,1,1,0
5981,0,0,1,0
5982,0,0,1,0
5983,0,0,0,0
5984,0,0,0,1
5985,1,1,1,0
5986,0,0,0,1
5987,0,0,0,1
5988,0,0,0,0
5989,0,0,0,1
5990,1,1,1,0
5991,0,0,1,0
5992,0,0,1,0
5993,0,0,0,0
5994,0,0,1,0
5995,1,1,0,1
5996,0,0,0,1
5997,0,0,1,0
5998,0,0,0,1
5999,0,0,1,0
6000,1,1,0,1
6001,0,0,0,0
6002,0,0,0,1
6003,0,0,1,0
6004,0,0,1,0
6005,1,1,1,0
6006,0,0,0,0
6007,0,0,0,0
6008,0,0,0,1
6009,0,0,1,0
6010,1,1,0,1
6011,0,0,0,0
6012,0,0,0,0
6013,0,0,1,0
6014,0,0,0,1
6015,1,1,0,1
6016,0,0,1,0
6017,0,0,1,0
6018,0,0,0,1
6019,0,0,1,0
6020,1,1,0,0
6021,0,0,0,1
6022,0,0,1,0
6023,0,0,1,0
6024,0,0,1,0
6025,1,1,0,1
6026,0,0,0,0
6027,0,0,0,1
6028,0,0,1,0
6029,0,0,1,0
6030,1,1,0,1
6031,0,0,0,1
6032,0,0,0,0
6033,0,0,1,0
6034,0,0,0,1
6035,1,1,0,1
6036,0,0,0,1
6037,0,0,1,0
6038,0,0,1,0
6039,0,0,1,0
6040,1,1,0,0
6041,0,0,1,0
6042,0,0,0,1
6043,0,0,0,1
6044,0,0,0,1
6045,1,1,1,0
6046,0,0,1,0
6047,0,0,0,1
6048,0,0,0,0
6049,0,0,0,1
6050,1,1,0,0
6051,0,0,1,0
6052,0,0,0,0
6053,0,0,0,1
6054,0,0,0,0
6055,1,1,0,0
6056,0,0,0,1
6057,0,0,0,0
6058,0,0,1,0
6059,0,0,0,0
6060,1,1,0,1
6061,0,0,0,0
6062,0,0,1,0
6063,0,0,0,0
6064,0,0,1,0
6065,1,1,0,0
6066,0,0,1,0
6067,0,0,0,0
6068,0,0,0,1
6069,0,0,0,0
6070,1,1,1,0
6071,0,0,0,0
6072,0,0,1,0
6073,0,0,1,0
6074,0,0,1,0
6075,1,1,0,1
6076,0,0,0,0
6077,0,0,1,0
6078,0,0,1,0
6079,0,0,1,0
6080,1,0,0,1
6081,0,0,0,0
6082,0,0,0,1
6083,0,0,1,0
6084,0,0,1,0
6085,1,0,1,0
6086,0,0,0,0
6087,0,0,1,0
6088,0,0,1,0
6089,0,0,0,1
6090,1,0,1,0
6091,0,0,0,1
6092,0,0,0,1
6093,0,0,0,1
6094,0,0,0,0
6095,1,0,0,0
6096,0,0,1,0
6097,0,0,1,0
6098,0,0,0,1
6099,0,0,0,1
6100,1,0,0,0
6101,0,0,1,0
6102,0,0,0,0
6103,0,0,1,0
6104,0,0,0,0
6105,1,0,0,1
6106,0,0,0,1
6107,0,0,1,0
6108,0,0,1,0
6109,0,0,0,1
6110,1,0,1,0
6111,0,0,0,1
6112,0,0,0,0
6113,0,0,1,0
6114,0,0,0,1
6115,1,0,1,0
6116,0,0,0,1
6117,0,0,0,1
6118,0,0,1,0
6119,0,0,0,1
6120,1,0,0,0
6121,0,0,0,1
6122,0,0,0,0
6123,0,0,0,1
6124,0,0,1,0
6125,1,0,0,1
6126,0,0,0,1
6127,0,0,1,0
6128,0,0,0,0
6129,0,0,1,0
6130,1,0,0,1
6131,0,0,1,0
6132,0,0,1,0
6133,0,0,0,0
6134,0,0,0,1
6135,1,0,0,1
6136,0,0,0,1
6137,0,0,0,0
6138,0,0,0,1
6139,0,0,0,1
6140,1,0,0,0
6141,0,0,0,1
6142,0,0,0,1
6143,0,0,1,0
6144,0,0,1,0
6145,1,0,1,0
6146,0,0,0,1
6147,0,0,0,1
6148,0,0,0,0
6149,0,0,0,1
6150,1,0,0,0
6151,0,0,0,1
6152,0,0,1,0
6153,0,0,0,1
6154,0,0,1,0
6155,1,0,0,1
6156,0,0,1,0
6157,0,0,1,0
6158,0,0,0,0
6159,0,0,1,0
6160,1,0,0,1
6161,0,0,1,0
6162,0,0,0,1
6163,0,0,1,0
6164,0,0,0,0
6165,1,0,1,0
6166,0,0,1,0
6167,0,0,1,0
6168,0,0,0,0
6169,0,0,0,1
6170,1,0,0,1
6171,0,0,0,1
6172,0,0,1,0
6173,0,0,0,0
6174,0,0,0,1
6175,1,0,1,0
6176,0,0,0,1
6177,0,0,1,0
6178,0,0,1,0
6179,0,0,0,0
6180,1,0,0,1
6181,0,0,1,0
6182,0,0,0,1
6183,0,0,1,0
6184,0,0,0,1
6185,1,0,0,0
6186,0,0,0,1
6187,0,0,1,0
6188,0,0,1,0
6189,0,0,1,0
6190,1,0,0,0
6191,0,0,0,1
6192,0,0,0,1
6193,0,0,0,1
6194,0,0,1,0
6195,1,0,0,0
,,,0,1
,,,1,0
,,,1,0
,,,0,1
,,,1,0
